Source,Event_ID,Event Summary,URL,Operating Systems,Category and Subcategory,Type,Description,Event Example
Windows,5448,A Windows Filtering Platform provider has been changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5448,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"This event is logged when a WFP provider is added or there is a change to an existing provider.  

For more information on WFP and providers see 5442.

In my testing this event is logged at startup for non persistent provider WFKMP which no doubt has something to do with Windows Firewall.",A Windows Filtering Platform provider has been changed.
Windows,5449,A Windows Filtering Platform provider context has been changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5449,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"A provider context is a blob used by a WFP provider to store its state information.  For more information on WFP and providers see 5442.

This event is logged whenever a provider context is added or deleted.",A Windows Filtering Platform provider context has been changed.
Windows,5450,A Windows Filtering Platform sub-layer has been changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5450,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",The following callout was present when the Windows Filtering Platform Base Filtering Engine started.
Windows,5451,An IPsec Quick Mode security association was established,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5451,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • IPsec Quick Mode,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","An IPsec Quick Mode security association was established.

Local Endpoint:
  Network Address:           10.40.1.123
  Network Address mask:      255.255.255.255
  Port:                     			0
  Tunnel Endpoint:          		-

Remote Endpoint:
  Network Address:          	10.40.1.112
  Network Address Mask:     	255.255.255.255
  Port:                     			443
  Private Address:          		0.0.0.0
  Tunnel Endpoint:           -

  Protocol:                 		6
  Keying Module Name:       	IKEv1

Cryptographic Information:
  Integrity Algorithm - AH:  -
  Integrity Algorithm - ESP: SHA1
  Encryption Algorithm:      3DES

Security Association Information:
  Lifetime - seconds:        900
  Lifetime - data:           100000
  Lifetime - packets:        2164876353
  Mode:                      Transport
  Role:                      Initiator
  Quick Mode Filter ID:      71719
  Main Mode SA ID:           103
  Quick Mode SA ID:          2511

Additional Information:
  Inbound SPI:               13682941006
  Outbound SPI:              15970807004
  Virtual Interface Tunnel ID:       0
  Traffic Selector ID:               0"
Windows,5452,An IPsec Quick Mode security association ended,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5452,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • IPsec Quick Mode,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","An IPsec quick mode security association ended.
    
Local Endpoint:
    Network Address:         10.40.1.123
    Network Address mask:    255.255.255.255
    Port:                    0
    Tunnel Endpoint:         -

Remote Endpoint:
    Network Address:         10.40.1.112
    Network Address mask:    255.255.255.255
    Port:                    3389
    Tunnel Endpoint:         -

Additional Information:
    Protocol:                6
    Quick Mode SA ID:        59
    Virtual Interface Tunnel ID:    0
    Traffic Selector ID:            0"
Windows,5453,An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5453,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • IPsec Main Mode,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started.
Windows,5456,PAStore Engine applied Active Directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5456,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine applied Active Directory storage IPsec policy on the computer.
Windows,5457,PAStore Engine failed to apply Active Directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5457,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to apply Active Directory storage IPsec policy on the computer.
Windows,5458,PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5458,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer.
Windows,5459,PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5459,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer.
Windows,5460,PAStore Engine applied local registry storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5460,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine applied local registry storage IPsec policy on the computer.
Windows,5461,PAStore Engine failed to apply local registry storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5461,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to apply local registry storage IPsec policy on the computer.
Windows,5462,PAStore Engine failed to apply some rules of the active IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5462,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to apply some rules of the active IPsec policy on the computer. Use the IP Security Monitor snap-in to diagnose the problem.
Windows,5463,PAStore Engine polled for changes to the active IPsec policy and detected no changes,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5463,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine polled for changes to the active IPsec policy and detected no changes.
Windows,5464,"PAStore Engine polled for changes to the active IPsec policy, detected changes, and applied them to IPsec Services",https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5464,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","PAStore Engine polled for changes to the active IPsec policy, detected changes, and applied them to IPsec Services."
Windows,5465,PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5465,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully.
Windows,5466,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory cannot be reached, and will use the cached copy of the Active Directory IPsec policy instead",https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5466,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory cannot be reached, and will use the cached copy of the Active Directory IPsec policy instead. Any changes made to the Active Directory IPsec policy since the last poll could not be applied."
Windows,5467,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, and found no changes to the policy",https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5467,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, and found no changes to the policy. The cached copy of the Active Directory IPsec policy is no longer being used."
Windows,5468,"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, found changes to the policy, and applied those changes",https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5468,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, found changes to the policy, and applied those changes. The cached copy of the Active Directory IPsec policy is no longer being used."
Windows,5471,PAStore Engine loaded local storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5471,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine loaded local storage IPsec policy on the computer.
Windows,5472,PAStore Engine failed to load local storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5472,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to load local storage IPsec policy on the computer.
Windows,5473,PAStore Engine loaded directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5473,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine loaded directory storage IPsec policy on the computer.
Windows,5474,PAStore Engine failed to load directory storage IPsec policy on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5474,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to load directory storage IPsec policy on the computer.
Windows,5477,PAStore Engine failed to add quick mode filter,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5477,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Filtering Platform Policy Change,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",PAStore Engine failed to add quick mode filter.
Windows,5478,IPsec Services has started successfully,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5478,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Success,This event is produced when the IPsec Policy Agent service starts.,IPsec Services has started successfully.
Windows,5479,IPsec Services has been shut down successfully,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5479,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",IPsec Services has been shut down successfully. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.
Windows,5480,IPsec Services failed to get the complete list of network interfaces on the computer,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5480,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",IPsec Services failed to get the complete list of network interfaces on the computer. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.
Windows,5483,IPsec Services failed to initialize RPC server. IPsec Services could not be started,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5483,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",IPsec Services failed to initialize RPC server. IPsec Services could not be started.
Windows,5484,IPsec Services has experienced a critical failure and has been shut down,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5484,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.
Windows,5485,IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5485,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • IPsec Driver,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.
Windows,5632,A request was made to authenticate to a wireless network,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5632,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Other Logon/Logoff Events,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",A request was made to authenticate to a wireless network.
Windows,5633,A request was made to authenticate to a wired network,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5633,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Other Logon/Logoff Events,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",A request was made to authenticate to a wired network.
Windows,5712,A Remote Procedure Call (RPC) was attempted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5712,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Process Tracking               • RPC Events,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",A Remote Procedure Call (RPC) was attempted.
Windows,5888,An object in the COM+ Catalog was modified,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5888,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Object Access                  • Other Object Access Events,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",An object in the COM+ Catalog was modified.
Windows,5889,An object was deleted from the COM+ Catalog,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5889,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Object Access                  • Other Object Access Events,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",An object was deleted from the COM+ Catalog.
Windows,5890,An object was added to the COM+ Catalog,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=5890,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",System                         • System Integrity,Success,An object added to the Com+ Catalog,An object was added to the COM+ Catalog.
Windows,6144,Security policy in the group policy objects has been applied successfully,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6144,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Other Policy Change Events,Success,"This is a useful event.  This event does not just get logged each time Group Policy refreshes.  It only gets logged (based on testing Win2012R2) when something in Security Settings the RSOP has changed (i.e. someone edited a Security Setting in one of the GPOs applicable to this computer, or Local Security Policy)thus necessitating Windows to adjust local configuration to meet Group Policy.  So basically this event tells you a security configuration change has occurred due to Group Policy (including Local Security Settings).  It doesn't tell you which policy(ies) but at least you know something has changed.",No example available
Windows,6145,One or more errors occured while processing security policy in the group policy objects,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6145,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Other Policy Change Events,Failure,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",One or more errors occured while processing security policy in the group policy objects.
Windows,6272,Network Policy Server granted access to a user,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6272,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server granted access to a user.
Windows,6273,Network Policy Server denied access to a user,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6273,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server denied access to a user.
Windows,6274,Network Policy Server discarded the request for a user,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6274,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server discarded the request for a user.
Windows,6275,Network Policy Server discarded the accounting request for a user,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6275,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server discarded the accounting request for a user.
Windows,6276,Network Policy Server quarantined a user,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6276,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server quarantined a user.
Windows,6277,Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6277,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy.
Windows,6278,Network Policy Server granted full access to a user because the host met the defined health policy,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6278,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server granted full access to a user because the host met the defined health policy.
Windows,6279,Network Policy Server locked the user account due to repeated failed authentication attempts,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6279,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.",Network Policy Server locked the user account due to repeated failed authentication attempts.
Windows,6280,Network Policy Server unlocked the user account,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=6280,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Logon/Logoff                   • Network Policy Server,Success,"I haven't been able to produce this event. Have you? If so, please start a discussion (see above) and post a sample along with any comments you may have! Don't forget to sanitize any private information.","Network Policy Server unlocked the user account.

User:
   Security ID:   %1
   Account Name:   %2
   Account Domain:   %3
   Fully Qualified Account Name: %4"
